username,firm,country_code,certification,specialization,years_experience,clients_portfolio_size,followers
auditor_1954,Integrity Audit,FI,State Authorised,Tax,6,1,74
auditor_1955,Nordic Audit Partners,SE,CPA,Financial Audit,5,11,64
auditor_1956,Nordic Audit Partners,GB,ACCA,Financial Audit,4,14,69
auditor_1957,North Continental,NL,CISA,IT Audit,9,21,47
auditor_1958,Copenhagen Review,NO,CISA,IT Audit,14,8,0
auditor_1959,North Continental,FR,CIA,Financial Audit,9,9,145
auditor_1960,Capital Assurance,SE,CISA,Forensics,0,31,173
auditor_1961,Seaside Audit,GB,State Authorised,Financial Audit,0,3,253
auditor_1962,Atlas Audit,DK,None,Sustainability,4,9,0
auditor_1963,Integrity Audit,SE,None,Forensics,6,15,177
auditor_1964,Copenhagen Review,DE,CPA,Financial Audit,1,2,156
auditor_1965,Atlas Audit,SE,State Authorised,IT Audit,13,2,206
auditor_1966,Copenhagen Review,DK,None,IT Audit,8,28,114
auditor_1967,North Continental,ES,None,Financial Audit,0,16,204
auditor_1968,Atlas Audit,NO,None,Financial Audit,3,14,105
auditor_1969,Prime Advisory,FI,CISA,Tax,0,34,47
auditor_1970,Copenhagen Review,FR,State Authorised,IT Audit,10,17,220
auditor_1971,Capital Assurance,GB,CPA,IT Audit,10,15,48
auditor_1972,Nordic Audit Partners,NL,ACCA,Financial Audit,11,1,171
auditor_1973,Atlas Audit,NL,ACCA,Financial Audit,2,30,132
auditor_1974,Global Assurance,ES,State Authorised,Financial Audit,11,18,0
auditor_1975,Integrity Audit,SE,State Authorised,Internal Control,3,24,133
auditor_1976,Trust and Co,DK,CPA,Financial Audit,13,22,42
auditor_1977,Nordic Audit Partners,DK,State Authorised,Financial Audit,4,19,0
auditor_1978,Trust and Co,GB,None,Financial Audit,16,22,218
auditor_1979,Global Assurance,DK,State Authorised,Tax,0,30,298
auditor_1980,Copenhagen Review,FI,ACCA,Tax,1,25,120
auditor_1981,Seaside Audit,SE,State Authorised,Financial Audit,0,22,186
auditor_1982,Atlas Audit,GB,State Authorised,Financial Audit,4,29,0
auditor_1983,Prime Advisory,DK,State Authorised,Internal Control,0,19,122
auditor_1984,Global Assurance,FI,CISA,Forensics,4,26,162
auditor_1985,Trust and Co,DE,CPA,Financial Audit,12,16,168
auditor_1986,Atlas Audit,FI,CISA,Financial Audit,5,38,54
auditor_1987,Atlas Audit,NO,CISA,IT Audit,18,18,9
auditor_1988,Seaside Audit,ES,ACCA,Financial Audit,14,19,188
auditor_1989,North Continental,IT,State Authorised,Internal Control,14,21,72
auditor_1990,Nordic Audit Partners,DK,None,IT Audit,12,18,174
auditor_1991,Copenhagen Review,DE,CISA,Financial Audit,0,22,68
auditor_1992,Capital Assurance,FI,CPA,IT Audit,16,24,139
auditor_1993,Nordic Audit Partners,NO,CIA,IT Audit,10,8,249
auditor_1994,Integrity Audit,SE,ACCA,Financial Audit,17,21,247
auditor_1995,Trust and Co,ES,None,Sustainability,5,10,123
auditor_1996,Prime Advisory,IT,CPA,Tax,10,14,163
auditor_1997,Capital Assurance,DE,None,Forensics,9,8,161
auditor_1998,Integrity Audit,FI,CIA,Financial Audit,12,19,212
auditor_1999,Prime Advisory,FR,None,Financial Audit,1,22,26
auditor_2000,Trust and Co,DK,CPA,Financial Audit,2,11,44
auditor_2001,Nordic Audit Partners,NO,ACCA,Sustainability,5,15,186
auditor_2002,North Continental,GB,CPA,Tax,6,2,211
auditor_2003,Global Assurance,ES,State Authorised,Tax,3,17,155
auditor_2004,North Continental,SE,ACCA,Tax,8,28,158
auditor_2005,Copenhagen Review,NL,ACCA,Tax,3,39,135
auditor_2006,Nordic Audit Partners,SE,ACCA,Internal Control,7,27,139
auditor_2007,North Continental,DK,State Authorised,Financial Audit,9,42,97
auditor_2008,Integrity Audit,NL,State Authorised,Tax,6,19,205
auditor_2009,Integrity Audit,FI,State Authorised,IT Audit,0,1,73
auditor_2010,Capital Assurance,DK,State Authorised,Sustainability,0,13,160
auditor_2011,Copenhagen Review,FI,State Authorised,Internal Control,3,3,125
auditor_2012,Seaside Audit,SE,None,IT Audit,12,1,185
auditor_2013,North Continental,NO,CPA,Forensics,12,27,217
auditor_2014,Copenhagen Review,IT,CPA,Financial Audit,19,14,128
auditor_2015,Trust and Co,SE,State Authorised,Internal Control,5,18,242
auditor_2016,Prime Advisory,ES,CIA,Financial Audit,1,9,230
auditor_2017,Nordic Audit Partners,ES,CPA,Forensics,13,14,188
auditor_2018,North Continental,DK,None,Forensics,9,33,125
auditor_2019,Nordic Audit Partners,NL,ACCA,Internal Control,13,44,167
auditor_2020,Integrity Audit,SE,CIA,IT Audit,8,25,90
auditor_2021,Capital Assurance,ES,CISA,Sustainability,19,19,98
auditor_2022,Prime Advisory,DK,State Authorised,Financial Audit,3,28,189
auditor_2023,North Continental,NL,State Authorised,Financial Audit,5,23,0
auditor_2024,Global Assurance,IT,CISA,Internal Control,8,22,256
auditor_2025,Prime Advisory,GB,None,Sustainability,4,5,48
auditor_2026,Prime Advisory,NO,State Authorised,Financial Audit,1,31,243
auditor_2027,Global Assurance,DK,ACCA,Tax,9,30,130
auditor_2028,Copenhagen Review,NL,CISA,Financial Audit,7,14,95
auditor_2029,North Continental,FI,None,Tax,0,20,116
auditor_2030,Capital Assurance,ES,CISA,Internal Control,11,18,106
auditor_2031,Copenhagen Review,IT,ACCA,Financial Audit,3,18,179
auditor_2032,North Continental,IT,State Authorised,Internal Control,2,18,138
auditor_2033,Nordic Audit Partners,GB,State Authorised,Tax,4,12,138
auditor_2034,Global Assurance,NO,State Authorised,Tax,2,21,48
auditor_2035,Nordic Audit Partners,DE,CPA,Financial Audit,13,41,51
auditor_2036,Global Assurance,DK,CPA,Financial Audit,10,10,203
auditor_2037,Seaside Audit,GB,State Authorised,Tax,1,22,50
auditor_2038,Prime Advisory,IT,CISA,IT Audit,6,7,185
auditor_2039,North Continental,GB,ACCA,Financial Audit,3,23,92
auditor_2040,Copenhagen Review,IT,State Authorised,Forensics,7,19,59
auditor_2041,Nordic Audit Partners,FR,CPA,IT Audit,9,33,57
auditor_2042,Global Assurance,SE,State Authorised,Tax,13,32,54
auditor_2043,Copenhagen Review,FI,None,Financial Audit,0,21,76
auditor_2044,Atlas Audit,DE,ACCA,IT Audit,17,18,55
auditor_2045,Copenhagen Review,FR,State Authorised,Financial Audit,2,28,74
auditor_2046,Nordic Audit Partners,DK,State Authorised,IT Audit,8,27,81
auditor_2047,Atlas Audit,NL,State Authorised,Sustainability,7,17,174
auditor_2048,Trust and Co,NO,ACCA,IT Audit,10,15,125
auditor_2049,Integrity Audit,NL,None,IT Audit,6,3,140
auditor_2050,Trust and Co,DK,State Authorised,Tax,17,9,58
auditor_2051,Atlas Audit,DK,ACCA,Financial Audit,3,25,155
auditor_2052,Prime Advisory,FI,CISA,Financial Audit,7,8,127
auditor_2053,North Continental,FR,CPA,Financial Audit,0,19,189
auditor_2054,Copenhagen Review,IT,None,IT Audit,1,2,246
auditor_2055,Seaside Audit,NL,State Authorised,IT Audit,4,29,107
auditor_2056,Nordic Audit Partners,FR,State Authorised,Financial Audit,7,22,49
auditor_2057,Prime Advisory,FI,ACCA,Financial Audit,8,14,14
auditor_2058,North Continental,NL,CISA,Financial Audit,9,15,107
auditor_2059,Seaside Audit,NO,CISA,Financial Audit,1,33,190
auditor_2060,Nordic Audit Partners,SE,ACCA,IT Audit,12,14,0
auditor_2061,Trust and Co,DE,ACCA,Forensics,17,17,60
auditor_2062,Capital Assurance,DK,None,Financial Audit,10,29,118
auditor_2063,Integrity Audit,NO,State Authorised,Financial Audit,14,28,33
auditor_2064,Trust and Co,NL,CISA,Financial Audit,4,27,0
auditor_2065,Prime Advisory,DK,State Authorised,Financial Audit,7,3,81
auditor_2066,Global Assurance,DK,CISA,Financial Audit,6,14,75
auditor_2067,Global Assurance,NL,None,Financial Audit,2,40,269
auditor_2068,Prime Advisory,NL,CISA,Forensics,2,33,88
auditor_2069,Atlas Audit,IT,None,Sustainability,8,17,67
auditor_2070,Global Assurance,SE,State Authorised,Sustainability,12,19,81
auditor_2071,Prime Advisory,FI,CPA,Forensics,1,9,0
auditor_2072,Capital Assurance,IT,ACCA,Forensics,8,6,98
auditor_2073,Nordic Audit Partners,IT,CPA,Sustainability,14,29,117
auditor_2074,Integrity Audit,NO,State Authorised,Financial Audit,7,36,161
auditor_2075,Integrity Audit,NO,None,Internal Control,6,3,151
auditor_2076,North Continental,FI,CIA,Tax,12,11,143
auditor_2077,Copenhagen Review,SE,State Authorised,Financial Audit,6,16,0
auditor_2078,Atlas Audit,NL,ACCA,IT Audit,6,27,69
auditor_2079,Capital Assurance,NL,CPA,IT Audit,8,10,148
auditor_2080,North Continental,FR,State Authorised,Financial Audit,6,8,226
auditor_2081,Copenhagen Review,DK,State Authorised,Sustainability,12,11,159
auditor_2082,North Continental,FI,ACCA,Financial Audit,10,24,0
auditor_2083,Seaside Audit,IT,State Authorised,Tax,13,12,91
auditor_2084,Integrity Audit,ES,State Authorised,Tax,21,21,89
auditor_2085,Integrity Audit,FR,CPA,Financial Audit,0,31,12
auditor_2086,Nordic Audit Partners,FR,CPA,Financial Audit,2,14,233
auditor_2087,North Continental,FR,ACCA,Financial Audit,11,16,144
auditor_2088,North Continental,NL,State Authorised,Financial Audit,4,19,125
auditor_2089,North Continental,FI,State Authorised,Financial Audit,12,27,159
auditor_2090,Global Assurance,DE,CISA,IT Audit,6,25,112
auditor_2091,Global Assurance,DE,None,Financial Audit,2,13,126
auditor_2092,Global Assurance,NL,State Authorised,Financial Audit,12,16,23
auditor_2093,Prime Advisory,NL,State Authorised,Tax,8,19,134
auditor_2094,Integrity Audit,FI,CIA,Internal Control,12,28,72
auditor_2095,Atlas Audit,DE,State Authorised,Financial Audit,4,7,175
auditor_2096,Capital Assurance,GB,None,Tax,15,14,100
auditor_2097,Nordic Audit Partners,FR,CIA,Internal Control,15,23,154
auditor_2098,Trust and Co,GB,State Authorised,Tax,2,24,45
auditor_2099,Prime Advisory,FR,State Authorised,IT Audit,2,14,73
auditor_2100,Atlas Audit,FR,CIA,IT Audit,6,3,196
auditor_2101,Global Assurance,NL,CISA,Financial Audit,13,1,198
auditor_2102,Seaside Audit,FI,ACCA,Sustainability,3,26,114
auditor_2103,Nordic Audit Partners,NL,State Authorised,Sustainability,8,16,216
auditor_2104,Integrity Audit,DK,ACCA,Forensics,1,24,208
auditor_2105,Capital Assurance,NL,State Authorised,Financial Audit,11,41,77
auditor_2106,Seaside Audit,ES,State Authorised,IT Audit,12,16,218
auditor_2107,Copenhagen Review,DK,None,Financial Audit,7,14,224
auditor_2108,Capital Assurance,IT,CPA,IT Audit,5,3,78
auditor_2109,Copenhagen Review,IT,None,Internal Control,11,31,128
auditor_2110,Prime Advisory,GB,State Authorised,Financial Audit,14,4,84
auditor_2111,North Continental,SE,State Authorised,Internal Control,6,16,126
auditor_2112,Integrity Audit,SE,State Authorised,Forensics,11,13,131
auditor_2113,Trust and Co,DK,CISA,IT Audit,7,8,110
auditor_2114,Nordic Audit Partners,NO,State Authorised,Sustainability,7,16,122
auditor_2115,Seaside Audit,DE,State Authorised,Financial Audit,8,13,221
auditor_2116,Atlas Audit,SE,ACCA,Financial Audit,2,10,342
auditor_2117,Nordic Audit Partners,NO,State Authorised,Sustainability,2,4,178
auditor_2118,Seaside Audit,NO,None,Financial Audit,0,15,291
auditor_2119,Seaside Audit,FR,CIA,Financial Audit,0,1,0
auditor_2120,Prime Advisory,NO,None,Financial Audit,12,29,78
auditor_2121,North Continental,NO,CPA,Internal Control,11,31,262
auditor_2122,Copenhagen Review,FI,CPA,Forensics,6,1,54
auditor_2123,Integrity Audit,FI,State Authorised,Financial Audit,5,15,104
auditor_2124,Global Assurance,GB,CPA,Financial Audit,13,30,106
auditor_2125,Capital Assurance,IT,None,IT Audit,13,21,125
auditor_2126,Copenhagen Review,DK,CIA,Financial Audit,12,18,284
auditor_2127,North Continental,NL,CIA,Tax,0,12,109
auditor_2128,Integrity Audit,GB,CPA,Tax,10,30,118
auditor_2129,Trust and Co,GB,State Authorised,Sustainability,0,26,180
auditor_2130,Seaside Audit,FR,ACCA,Forensics,0,17,0
auditor_2131,Copenhagen Review,SE,ACCA,Internal Control,4,8,184
auditor_2132,Prime Advisory,NO,State Authorised,IT Audit,8,5,190
auditor_2133,Integrity Audit,SE,CIA,Tax,0,21,54
auditor_2134,Prime Advisory,FR,ACCA,Tax,6,23,161
auditor_2135,Global Assurance,NL,State Authorised,Financial Audit,14,17,144
auditor_2136,Capital Assurance,GB,ACCA,Financial Audit,5,19,155
auditor_2137,Atlas Audit,DK,ACCA,Financial Audit,7,1,146
auditor_2138,North Continental,GB,State Authorised,Financial Audit,9,11,17
auditor_2139,Prime Advisory,GB,State Authorised,Financial Audit,15,22,101
auditor_2140,Trust and Co,NL,CIA,IT Audit,2,9,224
auditor_2141,North Continental,SE,State Authorised,Forensics,8,12,160
auditor_2142,North Continental,NO,ACCA,Financial Audit,3,33,228
auditor_2143,Trust and Co,NO,CISA,IT Audit,5,11,0
auditor_2144,Trust and Co,DE,State Authorised,Tax,0,4,130
auditor_2145,Trust and Co,SE,CIA,Financial Audit,6,4,97
auditor_2146,Integrity Audit,NO,ACCA,Financial Audit,10,23,0
auditor_2147,Nordic Audit Partners,ES,State Authorised,Forensics,7,4,192
auditor_2148,Atlas Audit,SE,ACCA,Financial Audit,11,9,58
auditor_2149,Nordic Audit Partners,IT,State Authorised,Tax,5,1,146
auditor_2150,Prime Advisory,FI,ACCA,Financial Audit,6,27,32
auditor_2151,Global Assurance,DK,ACCA,Internal Control,4,2,39
auditor_2152,Capital Assurance,FI,CIA,Financial Audit,2,27,64
auditor_2153,Global Assurance,NO,CIA,Financial Audit,8,14,18
auditor_2154,Atlas Audit,SE,CISA,Financial Audit,7,23,23
auditor_2155,Prime Advisory,IT,State Authorised,IT Audit,12,9,81
auditor_2156,Seaside Audit,SE,State Authorised,Financial Audit,10,11,123
auditor_2157,Capital Assurance,NO,State Authorised,Forensics,6,19,0
auditor_2158,Nordic Audit Partners,GB,State Authorised,Financial Audit,0,24,202
auditor_2159,Integrity Audit,IT,ACCA,Financial Audit,3,15,143
auditor_2160,Prime Advisory,GB,State Authorised,IT Audit,11,1,49
auditor_2161,Global Assurance,ES,CISA,Sustainability,6,25,319
auditor_2162,Copenhagen Review,NO,State Authorised,Financial Audit,6,3,152
auditor_2163,Capital Assurance,GB,CIA,Internal Control,14,19,47
auditor_2164,Trust and Co,NL,State Authorised,Tax,12,24,37
auditor_2165,Capital Assurance,FR,State Authorised,Financial Audit,9,27,214
auditor_2166,Copenhagen Review,FR,ACCA,Forensics,7,14,218
auditor_2167,Prime Advisory,ES,CPA,Internal Control,1,22,10
auditor_2168,Prime Advisory,DK,CPA,Sustainability,13,15,221
auditor_2169,Integrity Audit,FI,CIA,Tax,10,5,233
auditor_2170,Copenhagen Review,SE,State Authorised,Financial Audit,15,26,59
auditor_2171,Integrity Audit,FI,State Authorised,Financial Audit,6,19,63
auditor_2172,Nordic Audit Partners,FI,None,IT Audit,16,19,0
auditor_2173,North Continental,NL,State Authorised,Financial Audit,9,14,114
auditor_2174,Nordic Audit Partners,ES,CISA,Financial Audit,6,26,209
auditor_2175,Integrity Audit,DK,State Authorised,Tax,9,14,116
auditor_2176,Capital Assurance,FI,State Authorised,Financial Audit,8,9,166
auditor_2177,Prime Advisory,FI,CPA,Financial Audit,10,33,220
auditor_2178,Capital Assurance,NO,ACCA,Financial Audit,4,26,43
auditor_2179,North Continental,SE,None,Financial Audit,11,12,38
auditor_2180,Trust and Co,FI,State Authorised,Financial Audit,9,1,0
auditor_2181,Atlas Audit,FI,State Authorised,Financial Audit,7,18,90
auditor_2182,North Continental,DE,State Authorised,Financial Audit,0,9,151
auditor_2183,Seaside Audit,NO,CPA,Financial Audit,10,17,212
auditor_2184,Copenhagen Review,FR,None,Financial Audit,9,10,97
auditor_2185,North Continental,SE,None,Financial Audit,0,16,208
auditor_2186,Seaside Audit,NO,ACCA,Financial Audit,11,32,95
auditor_2187,Copenhagen Review,GB,CISA,Tax,14,16,237
auditor_2188,North Continental,DK,CISA,Financial Audit,7,25,238
auditor_2189,Global Assurance,DE,CPA,Financial Audit,7,20,223
auditor_2190,Trust and Co,DE,ACCA,Financial Audit,7,4,291
auditor_2191,Integrity Audit,GB,CPA,IT Audit,5,19,212
auditor_2192,Capital Assurance,NO,CIA,Financial Audit,4,7,140
auditor_2193,Prime Advisory,DK,State Authorised,IT Audit,0,15,139
auditor_2194,Capital Assurance,FR,ACCA,Financial Audit,6,2,247
auditor_2195,Seaside Audit,NL,ACCA,Financial Audit,8,32,99
auditor_2196,Copenhagen Review,SE,ACCA,Financial Audit,3,20,102
auditor_2197,Global Assurance,GB,None,Financial Audit,2,32,70
auditor_2198,Seaside Audit,DE,CISA,Tax,0,31,79
auditor_2199,Capital Assurance,ES,CIA,Forensics,4,1,259
auditor_2200,Capital Assurance,DK,CIA,Sustainability,1,18,193
auditor_2201,Prime Advisory,FI,ACCA,Sustainability,10,17,0
auditor_2202,Capital Assurance,DK,CIA,Forensics,3,19,57
auditor_2203,Integrity Audit,IT,ACCA,Forensics,9,24,197
auditor_2204,Integrity Audit,FI,CPA,Internal Control,1,39,181
auditor_2205,Trust and Co,DK,State Authorised,Financial Audit,7,28,309
auditor_2206,Seaside Audit,GB,CIA,Internal Control,0,15,0
auditor_2207,Global Assurance,ES,None,Sustainability,8,21,116
auditor_2208,Trust and Co,GB,State Authorised,Financial Audit,4,1,149
auditor_2209,Atlas Audit,GB,CPA,Tax,15,12,155
auditor_2210,Global Assurance,SE,CPA,Tax,0,22,88
auditor_2211,Capital Assurance,NO,State Authorised,Financial Audit,4,10,88
auditor_2212,Seaside Audit,DE,State Authorised,Financial Audit,9,4,88
auditor_2213,North Continental,DK,State Authorised,Tax,7,7,263
auditor_2214,Seaside Audit,ES,ACCA,Financial Audit,3,11,41
auditor_2215,Seaside Audit,NO,State Authorised,Financial Audit,16,23,45
auditor_2216,Trust and Co,FI,ACCA,IT Audit,13,20,140
auditor_2217,Global Assurance,FR,CPA,Financial Audit,6,10,147
auditor_2218,Prime Advisory,DK,CIA,Tax,5,36,18
auditor_2219,Prime Advisory,DE,None,Sustainability,15,16,143
auditor_2220,North Continental,IT,State Authorised,Forensics,12,11,189
auditor_2221,Global Assurance,DE,State Authorised,Financial Audit,0,10,46
auditor_2222,Global Assurance,NL,State Authorised,Financial Audit,1,15,150
auditor_2223,North Continental,SE,State Authorised,Financial Audit,11,20,66
auditor_2224,Nordic Audit Partners,IT,CISA,Financial Audit,9,19,194
auditor_2225,Prime Advisory,ES,CISA,Financial Audit,11,18,48
auditor_2226,Atlas Audit,DE,None,IT Audit,4,12,94
auditor_2227,Capital Assurance,IT,ACCA,Financial Audit,9,25,115
auditor_2228,Capital Assurance,NL,CISA,Internal Control,8,19,78
auditor_2229,Seaside Audit,GB,CPA,Internal Control,3,1,64
auditor_2230,Capital Assurance,SE,State Authorised,Sustainability,10,10,100
auditor_2231,Seaside Audit,NO,State Authorised,Financial Audit,10,23,33
auditor_2232,Atlas Audit,DE,None,Tax,12,29,29
auditor_2233,Prime Advisory,NL,ACCA,Forensics,3,29,108
auditor_2234,North Continental,ES,ACCA,Financial Audit,0,4,100
auditor_2235,Capital Assurance,DK,CPA,Sustainability,2,13,122
auditor_2236,Capital Assurance,FR,State Authorised,IT Audit,15,15,205
auditor_2237,Copenhagen Review,SE,State Authorised,Internal Control,15,32,142
auditor_2238,North Continental,SE,CIA,Financial Audit,0,22,203
auditor_2239,Prime Advisory,NO,None,Sustainability,7,35,188
auditor_2240,Atlas Audit,DK,State Authorised,Tax,10,28,146
auditor_2241,Integrity Audit,ES,None,IT Audit,0,13,215
auditor_2242,North Continental,SE,ACCA,IT Audit,3,15,36
auditor_2243,Prime Advisory,FI,State Authorised,Internal Control,16,34,49
auditor_2244,Global Assurance,SE,ACCA,Tax,8,11,169
auditor_2245,Trust and Co,NL,None,Tax,10,26,146
auditor_2246,Prime Advisory,DE,CIA,Internal Control,22,7,0
auditor_2247,Global Assurance,NO,None,Forensics,6,2,0
auditor_2248,North Continental,SE,CISA,Financial Audit,2,8,43
auditor_2249,Prime Advisory,IT,CISA,IT Audit,10,12,105
auditor_2250,Capital Assurance,GB,None,Tax,12,10,98
auditor_2251,Seaside Audit,ES,None,Financial Audit,9,1,0
auditor_2252,Prime Advisory,FI,State Authorised,Financial Audit,9,22,285
auditor_2253,Global Assurance,SE,State Authorised,IT Audit,8,26,104
auditor_2254,Prime Advisory,SE,CPA,Financial Audit,9,34,0
auditor_2255,Capital Assurance,GB,CPA,Financial Audit,10,39,142
auditor_2256,Nordic Audit Partners,IT,CPA,Tax,16,11,117
auditor_2257,Seaside Audit,NL,CISA,Tax,8,1,26
auditor_2258,Trust and Co,ES,CIA,IT Audit,2,26,189
auditor_2259,Global Assurance,GB,State Authorised,Sustainability,9,26,106
auditor_2260,Capital Assurance,NO,CISA,Financial Audit,14,18,124
auditor_2261,Prime Advisory,FR,CIA,Financial Audit,6,24,86
auditor_2262,Integrity Audit,NO,CIA,Tax,12,6,32
auditor_2263,Nordic Audit Partners,IT,State Authorised,IT Audit,11,17,83
auditor_2264,Global Assurance,DE,None,Forensics,12,11,103
auditor_2265,North Continental,FI,ACCA,Forensics,14,33,245
auditor_2266,Seaside Audit,DK,None,Financial Audit,6,30,44
auditor_2267,Prime Advisory,FI,CIA,Financial Audit,3,1,253
auditor_2268,Trust and Co,FR,CIA,Financial Audit,3,16,47
auditor_2269,Trust and Co,DK,CPA,Financial Audit,11,14,15
auditor_2270,North Continental,NL,CISA,Financial Audit,10,3,53
auditor_2271,Atlas Audit,DE,State Authorised,Sustainability,0,3,134
auditor_2272,Atlas Audit,GB,State Authorised,Financial Audit,0,3,119
auditor_2273,Copenhagen Review,DK,CISA,Forensics,5,37,266
auditor_2274,North Continental,NO,CPA,Financial Audit,3,23,179
auditor_2275,North Continental,DE,None,Financial Audit,5,3,119
auditor_2276,Prime Advisory,DK,ACCA,Sustainability,7,13,155
auditor_2277,Global Assurance,NO,ACCA,Internal Control,4,6,128
auditor_2278,Trust and Co,DK,State Authorised,Internal Control,9,6,194
auditor_2279,Trust and Co,DK,State Authorised,IT Audit,0,12,99
auditor_2280,Capital Assurance,IT,ACCA,Financial Audit,4,12,269
auditor_2281,Seaside Audit,FI,State Authorised,Financial Audit,3,42,154
auditor_2282,North Continental,DE,CIA,Internal Control,8,22,322
auditor_2283,Seaside Audit,SE,CISA,Sustainability,3,6,59
auditor_2284,Seaside Audit,DE,CPA,Financial Audit,8,1,121
auditor_2285,Nordic Audit Partners,SE,State Authorised,Financial Audit,16,19,96
auditor_2286,Atlas Audit,FI,State Authorised,IT Audit,4,26,53
auditor_2287,Copenhagen Review,FR,State Authorised,Tax,17,37,140
auditor_2288,Copenhagen Review,NO,ACCA,Internal Control,7,28,207
auditor_2289,Seaside Audit,DE,CPA,Financial Audit,3,12,14
auditor_2290,Global Assurance,ES,State Authorised,Tax,10,24,12
auditor_2291,Nordic Audit Partners,GB,CPA,IT Audit,5,4,48
auditor_2292,Atlas Audit,FR,State Authorised,Tax,10,10,95
auditor_2293,Atlas Audit,SE,CISA,Financial Audit,0,19,116
auditor_2294,Global Assurance,NO,None,Forensics,4,16,134
auditor_2295,Nordic Audit Partners,ES,ACCA,Financial Audit,3,3,264
auditor_2296,Nordic Audit Partners,NO,CPA,Forensics,4,17,200
auditor_2297,Global Assurance,ES,State Authorised,Tax,25,5,155
auditor_2298,Global Assurance,SE,CPA,Financial Audit,4,12,62
auditor_2299,Atlas Audit,NO,ACCA,Internal Control,2,17,2
auditor_2300,Nordic Audit Partners,FI,State Authorised,Internal Control,12,18,153
auditor_2301,Atlas Audit,DE,CIA,Financial Audit,5,14,143
auditor_2302,Copenhagen Review,FR,CIA,IT Audit,2,14,51
auditor_2303,Capital Assurance,IT,CPA,Financial Audit,3,1,227
auditor_2304,Global Assurance,DK,State Authorised,Financial Audit,4,29,205
auditor_2305,Integrity Audit,FI,None,IT Audit,1,7,324
auditor_2306,Prime Advisory,IT,ACCA,Financial Audit,16,17,140
auditor_2307,Copenhagen Review,GB,State Authorised,Financial Audit,4,22,62
auditor_2308,Seaside Audit,NO,ACCA,Financial Audit,0,4,121
auditor_2309,Integrity Audit,GB,None,Financial Audit,2,17,34
auditor_2310,Prime Advisory,SE,CPA,Financial Audit,4,26,139
auditor_2311,Prime Advisory,NL,CPA,Forensics,7,26,158
auditor_2312,Atlas Audit,IT,State Authorised,Tax,15,13,85
auditor_2313,Capital Assurance,GB,ACCA,Internal Control,1,13,197
auditor_2314,Prime Advisory,SE,State Authorised,IT Audit,14,27,0
auditor_2315,Atlas Audit,GB,State Authorised,Forensics,13,1,191
auditor_2316,Capital Assurance,NL,CISA,Financial Audit,6,25,13
auditor_2317,Prime Advisory,DE,State Authorised,Financial Audit,13,3,66
auditor_2318,Prime Advisory,GB,None,Tax,3,1,127
auditor_2319,Global Assurance,NO,CPA,Sustainability,17,44,127
auditor_2320,Copenhagen Review,FR,State Authorised,Financial Audit,13,20,159
auditor_2321,Copenhagen Review,DE,CPA,IT Audit,6,19,162
auditor_2322,Nordic Audit Partners,NO,State Authorised,Tax,5,17,115
auditor_2323,Trust and Co,NL,CISA,Forensics,12,7,115
auditor_2324,Atlas Audit,ES,CPA,Tax,17,29,227
auditor_2325,North Continental,IT,State Authorised,Financial Audit,8,21,200
auditor_2326,Atlas Audit,NO,CIA,Financial Audit,15,1,14
auditor_2327,Copenhagen Review,DE,State Authorised,Tax,14,15,66
auditor_2328,Capital Assurance,FI,CIA,Financial Audit,1,12,7
auditor_2329,North Continental,NO,ACCA,Financial Audit,18,17,115
auditor_2330,North Continental,ES,State Authorised,Internal Control,10,27,195
auditor_2331,Atlas Audit,FI,State Authorised,Sustainability,13,11,96
auditor_2332,Integrity Audit,GB,CISA,Tax,11,12,119
auditor_2333,Global Assurance,SE,CIA,Internal Control,9,25,0
auditor_2334,Trust and Co,IT,State Authorised,Tax,11,15,176
auditor_2335,Atlas Audit,FR,CISA,Financial Audit,11,34,228
auditor_2336,Seaside Audit,ES,None,Financial Audit,14,32,143
auditor_2337,North Continental,ES,CIA,Forensics,8,26,178
auditor_2338,Atlas Audit,SE,ACCA,IT Audit,6,22,117
auditor_2339,Nordic Audit Partners,GB,CIA,Tax,3,30,124
auditor_2340,Prime Advisory,ES,CIA,Financial Audit,18,1,75
auditor_2341,North Continental,NO,CIA,Sustainability,8,29,151
auditor_2342,Atlas Audit,FI,State Authorised,Financial Audit,9,6,27
auditor_2343,Trust and Co,ES,ACCA,Financial Audit,9,4,77
auditor_2344,North Continental,GB,State Authorised,Internal Control,10,8,248
auditor_2345,Capital Assurance,FI,CISA,Sustainability,14,2,45
auditor_2346,Global Assurance,DE,State Authorised,Financial Audit,0,10,181
auditor_2347,Prime Advisory,DK,CIA,IT Audit,5,22,0
auditor_2348,Prime Advisory,DE,None,Internal Control,11,12,120
auditor_2349,Atlas Audit,DK,None,Sustainability,7,5,27
auditor_2350,North Continental,DK,ACCA,IT Audit,12,21,204
auditor_2351,Capital Assurance,DE,ACCA,Financial Audit,9,19,0
auditor_2352,Trust and Co,GB,ACCA,Financial Audit,6,17,276
auditor_2353,North Continental,FI,State Authorised,IT Audit,11,33,167
auditor_2354,Trust and Co,GB,State Authorised,IT Audit,4,19,138
auditor_2355,Trust and Co,DE,State Authorised,Financial Audit,3,14,103
auditor_2356,Integrity Audit,NL,ACCA,Financial Audit,16,1,216
auditor_2357,Integrity Audit,SE,None,Forensics,3,4,214
auditor_2358,North Continental,NO,State Authorised,Tax,11,30,184
