id,username,client_name,country_code,industry_code,engagement_type,date_start,date_end,latitude,longitude
26855,auditor_3224,ClientCorp 0496,NL,HC02,Statutory Audit,2016-12-24,2017-01-14,,
26856,auditor_1987,ClientCorp 3029,DE,CONS02,Statutory Audit,2015-04-30,2015-05-25,,
26857,auditor_1035,ClientCorp 0684,DE,REAL02,Review,2023-12-30,2024-01-04,,
26858,auditor_3550,ClientCorp 2814,NO,UTIL01,Statutory Audit,2018-05-28,2018-06-12,,
26859,auditor_1876,ClientCorp 4309,IT,PUB02,Statutory Audit,2016-04-28,2016-06-02,,
26860,auditor_0685,ClientCorp 4201,NL,PUB01,Review,2022-04-20,2022-04-23,,
26861,auditor_3389,ClientCorp 2313,DE,TMT02,Advisory,2017-07-20,2017-07-27,,
26862,auditor_3618,ClientCorp 5660,NO,UTIL01,Review,2020-01-07,2020-01-11,,
26863,auditor_3315,ClientCorp 4615,IT,IND02,Statutory Audit,2019-12-23,2019-12-24,,
26864,auditor_2499,ClientCorp 2958,DK,TMT01,Advisory,2016-07-16,2016-07-22,,
26865,auditor_0588,ClientCorp 3016,IT,TMT03,Review,2017-12-08,2017-12-09,,
26866,auditor_1436,ClientCorp 2921,FI,HC03,Statutory Audit,2016-10-24,2016-10-29,,
26867,auditor_0647,ClientCorp 2683,IT,HC02,Statutory Audit,2015-01-02,2015-01-07,,
26868,auditor_3237,ClientCorp 3819,DE,REAL02,Statutory Audit,2016-09-16,2016-10-02,,
26869,auditor_3010,ClientCorp 1357,IT,TMT02,Statutory Audit,2024-01-24,2024-02-20,,
26870,auditor_3896,ClientCorp 2406,DK,HC02,Review,2016-08-03,2016-08-18,,
26871,auditor_2609,ClientCorp 4936,NL,ENE01,Review,2016-10-29,2016-11-09,,
26872,auditor_1910,ClientCorp 4081,FI,PUB01,Assurance Other,2023-04-18,2023-04-22,,
26873,auditor_1363,ClientCorp 1335,FI,IND01,Statutory Audit,2015-11-24,2015-12-22,,
26874,auditor_2683,ClientCorp 5212,NL,ENE02,Review,2023-03-25,2023-04-01,,
26875,auditor_2399,ClientCorp 4558,GB,CONS01,Advisory,2019-03-21,2019-04-20,,
26876,auditor_1798,ClientCorp 2063,IT,IND01,Statutory Audit,2015-10-02,2015-10-17,,
26877,auditor_3084,ClientCorp 3439,FR,FIN01,Advisory,2017-03-18,2017-03-22,,
26878,auditor_3383,ClientCorp 1837,ES,CONS03,Statutory Audit,2020-09-15,2020-10-03,,
26879,auditor_2873,ClientCorp 3257,DE,TMT01,Statutory Audit,2020-08-11,2020-09-07,,
26880,auditor_0541,ClientCorp 5418,FI,TMT03,Statutory Audit,2016-12-25,2017-01-19,,
26881,auditor_1045,ClientCorp 1045,DE,IND02,Assurance Other,2024-05-17,2024-05-24,,
26882,auditor_0561,ClientCorp 1320,IT,TMT01,Review,2023-08-23,2023-09-05,,
26883,auditor_0401,ClientCorp 3737,DE,CONS02,Statutory Audit,2024-09-20,2024-10-02,,
26884,auditor_0105,ClientCorp 0560,FR,FIN02,Advisory,2024-12-19,2024-12-29,,
26885,auditor_0615,ClientCorp 5285,NO,FIN02,Statutory Audit,2016-07-12,2016-07-30,,
26886,auditor_2975,ClientCorp 2442,DK,UTIL01,Advisory,2017-06-28,2017-07-20,,
26887,auditor_1274,ClientCorp 2624,SE,HC03,Statutory Audit,2021-03-03,2021-03-29,,
26888,auditor_2195,ClientCorp 0777,DE,ENE01,Statutory Audit,2023-08-02,2023-08-09,,
26889,auditor_2687,ClientCorp 4854,SE,HC03,Statutory Audit,2020-12-20,2020-12-29,,
26890,auditor_1004,ClientCorp 2194,SE,HC02,Statutory Audit,2022-05-03,2022-05-12,,
26891,auditor_2227,ClientCorp 2752,DE,HC01,Statutory Audit,2016-08-08,2016-08-17,,
26892,auditor_2141,ClientCorp 3585,ES,IND03,Statutory Audit,2021-12-29,2022-01-14,,
26893,auditor_1286,ClientCorp 3780,DE,REAL02,Review,2021-09-16,2021-09-29,,
26894,auditor_0690,ClientCorp 0227,SE,HC03,Statutory Audit,2017-09-18,2017-10-02,,
26895,auditor_1473,ClientCorp 4804,DK,FIN03,Statutory Audit,2016-02-11,2016-03-21,,
26896,auditor_3943,ClientCorp 0299,ES,UTIL01,Statutory Audit,2017-06-22,2017-07-06,,
26897,auditor_0365,ClientCorp 3240,NL,REAL01,Statutory Audit,2024-10-24,2024-11-22,,
26898,auditor_3219,ClientCorp 1313,FR,PUB01,Statutory Audit,2021-12-14,2022-01-04,,
26899,auditor_1959,ClientCorp 3867,DE,CONS03,Statutory Audit,2022-09-24,2022-10-13,,
26900,auditor_1451,ClientCorp 0780,DE,CONS02,Statutory Audit,2020-02-15,2020-03-02,,
26901,auditor_3797,ClientCorp 3671,DE,TMT03,Statutory Audit,2023-08-29,2023-09-18,,
26902,auditor_1810,ClientCorp 5312,SE,HC01,Statutory Audit,2018-03-11,2018-04-07,,
26903,auditor_1169,ClientCorp 1036,IT,UTIL02,Review,2020-02-19,2020-03-08,,
26904,auditor_3527,ClientCorp 4624,FI,UTIL02,Review,2024-10-18,2024-10-19,,
26905,auditor_2752,ClientCorp 4955,SE,IND01,Review,2019-08-27,2019-09-01,,
26906,auditor_2361,ClientCorp 3261,NL,IND02,Statutory Audit,2020-06-22,2020-07-07,,
26907,auditor_3513,ClientCorp 2893,IT,TMT01,Review,2017-10-28,2017-11-04,,
26908,auditor_1357,ClientCorp 4456,IT,IND01,Statutory Audit,2022-09-22,2022-10-09,,
26909,auditor_0074,ClientCorp 5017,FI,UTIL01,Advisory,2017-12-30,2018-01-03,,
26910,auditor_0951,ClientCorp 0780,NL,PUB01,Statutory Audit,2020-03-17,2020-04-02,,
26911,auditor_0821,ClientCorp 2705,NO,CONS01,Statutory Audit,2016-11-08,2016-12-08,,
26912,auditor_1682,ClientCorp 3585,DE,HC02,Statutory Audit,2017-01-24,2017-01-25,,
26913,auditor_3034,ClientCorp 2132,DK,FIN03,Statutory Audit,2020-01-11,2020-02-04,,
26914,auditor_2745,ClientCorp 3487,FR,IND02,Statutory Audit,2024-05-02,2024-05-30,,
26915,auditor_3778,ClientCorp 0918,NL,CONS03,Advisory,2021-11-06,2021-11-13,,
26916,auditor_3579,ClientCorp 3540,GB,PUB02,Assurance Other,2021-03-06,2021-03-07,,
26917,auditor_0223,ClientCorp 0785,NL,TMT02,Statutory Audit,2021-02-17,2021-03-22,,
26918,auditor_0007,ClientCorp 3988,NO,FIN01,Advisory,2017-11-25,2017-12-18,,
26919,auditor_3561,ClientCorp 1016,GB,TMT02,Statutory Audit,2024-03-18,2024-04-10,,
26920,auditor_1820,ClientCorp 2003,NL,PUB02,Advisory,2021-03-02,2021-03-22,,
26921,auditor_0614,ClientCorp 3533,NO,ENE02,Assurance Other,2021-01-09,2021-01-26,,
26922,auditor_0836,ClientCorp 0213,DE,CONS01,Review,2020-04-10,2020-04-24,,
26923,auditor_2981,ClientCorp 3156,NO,ENE02,Review,2021-10-10,2021-10-26,,
26924,auditor_1554,ClientCorp 2149,SE,TMT03,Statutory Audit,2019-06-14,2019-06-21,,
26925,auditor_1249,ClientCorp 1057,SE,CONS02,Advisory,2016-09-02,2016-09-19,,
26926,auditor_3079,ClientCorp 2136,SE,HC03,Statutory Audit,2018-12-13,2018-12-18,,
26927,auditor_3300,ClientCorp 4476,ES,PUB01,Assurance Other,2024-01-31,2024-02-06,,
26928,auditor_4003,ClientCorp 1189,NO,CONS02,Review,2023-03-08,2023-03-18,,
26929,auditor_3132,ClientCorp 1425,FR,IND03,Statutory Audit,2018-12-27,2019-01-15,,
26930,auditor_1731,ClientCorp 4819,IT,PUB01,Statutory Audit,2018-03-17,2018-03-30,,
26931,auditor_3886,ClientCorp 5122,NL,TMT02,Statutory Audit,2016-09-16,2016-10-01,,
26932,auditor_1071,ClientCorp 0863,IT,ENE02,Statutory Audit,2015-04-28,2015-05-28,,
26933,auditor_3189,ClientCorp 5486,ES,TMT01,Statutory Audit,2015-03-04,2015-04-11,,
26934,auditor_1058,ClientCorp 1631,FR,CONS03,Review,2017-10-04,2017-10-15,,
26935,auditor_3933,ClientCorp 2596,FI,TMT03,Statutory Audit,2024-08-07,2024-09-01,,
26936,auditor_0293,ClientCorp 4969,SE,HC03,Statutory Audit,2017-03-14,2017-03-25,,
26937,auditor_2541,ClientCorp 5478,DK,PUB02,Statutory Audit,2016-02-17,2016-02-26,,
26938,auditor_1718,ClientCorp 4604,GB,UTIL02,Statutory Audit,2022-08-26,2022-09-03,,
26939,auditor_1388,ClientCorp 4108,FR,REAL02,Statutory Audit,2024-09-02,2024-09-12,,
26940,auditor_0484,ClientCorp 5266,IT,REAL02,Statutory Audit,2020-01-28,2020-03-02,,
26941,auditor_2215,ClientCorp 0348,DK,IND01,Statutory Audit,2017-05-28,2017-06-02,,
26942,auditor_1064,ClientCorp 1899,DE,FIN03,Advisory,2015-04-18,2015-05-06,,
26943,auditor_0424,ClientCorp 0875,GB,HC02,Statutory Audit,2018-09-03,2018-10-08,,
26944,auditor_2486,ClientCorp 2787,GB,HC02,Advisory,2015-04-13,2015-05-05,,
26945,auditor_1327,ClientCorp 1219,IT,UTIL01,Statutory Audit,2018-01-17,2018-02-08,,
26946,auditor_2014,ClientCorp 3125,DE,CONS01,Statutory Audit,2022-06-05,2022-07-14,,
26947,auditor_0487,ClientCorp 5912,FR,PUB01,Review,2019-11-09,2019-11-14,,
26948,auditor_0533,ClientCorp 0283,DK,PUB01,Statutory Audit,2024-06-27,2024-07-07,,
26949,auditor_1965,ClientCorp 3336,SE,IND01,Review,2022-11-25,2022-12-02,,
26950,auditor_3209,ClientCorp 5942,SE,CONS01,Statutory Audit,2018-02-10,2018-02-11,,
26951,auditor_0165,ClientCorp 1372,NL,HC02,Advisory,2020-09-19,2020-09-20,,
26952,auditor_1690,ClientCorp 1686,FI,CONS03,Statutory Audit,2016-02-16,2016-03-05,,
26953,auditor_1053,ClientCorp 3337,NL,TMT03,Statutory Audit,2023-12-30,2024-01-19,,
26954,auditor_2127,ClientCorp 0469,DE,CONS02,Review,2021-09-11,2021-09-29,,
26955,auditor_0316,ClientCorp 3422,GB,CONS01,Review,2022-06-24,2022-06-29,,
26956,auditor_1850,ClientCorp 3943,NO,REAL02,Advisory,2023-12-12,2023-12-13,,
26957,auditor_0172,ClientCorp 3065,FI,CONS01,Review,2021-08-17,2021-09-02,,
26958,auditor_3531,ClientCorp 4241,FR,HC01,Statutory Audit,2015-05-13,2015-06-07,,
26959,auditor_1583,ClientCorp 0768,GB,UTIL01,Statutory Audit,2024-11-21,2024-12-10,,
26960,auditor_3729,ClientCorp 0822,GB,ENE01,Statutory Audit,2020-05-03,2020-05-20,,
26961,auditor_1419,ClientCorp 2099,DK,IND02,Statutory Audit,2023-12-31,2024-01-23,,
26962,auditor_1097,ClientCorp 2439,FI,IND01,Statutory Audit,2024-11-12,2024-12-06,,
26963,auditor_2285,ClientCorp 2270,DK,ENE01,Statutory Audit,2024-03-05,2024-03-06,,
26964,auditor_0281,ClientCorp 0867,NL,CONS01,Review,2024-06-05,2024-06-15,,
26965,auditor_1059,ClientCorp 4261,ES,IND03,Statutory Audit,2022-02-25,2022-03-02,,
26966,auditor_3099,ClientCorp 5221,NL,HC01,Statutory Audit,2016-02-20,2016-03-12,,
26967,auditor_1375,ClientCorp 3674,FI,TMT01,Statutory Audit,2015-09-05,2015-09-24,,
26968,auditor_0794,ClientCorp 2502,DE,UTIL02,Statutory Audit,2015-05-02,2015-05-30,,
26969,auditor_1772,ClientCorp 3049,GB,CONS02,Review,2023-08-07,2023-08-10,,
26970,auditor_3873,ClientCorp 2185,IT,HC01,Review,2015-04-01,2015-04-13,,
26971,auditor_1059,ClientCorp 0512,NO,CONS01,Statutory Audit,2017-02-01,2017-02-11,,
26972,auditor_1198,ClientCorp 3239,ES,HC03,Review,2020-12-24,2020-12-25,,
26973,auditor_1722,ClientCorp 5846,GB,UTIL01,Statutory Audit,2016-12-21,2017-01-07,,
26974,auditor_1941,ClientCorp 2824,DE,HC01,Statutory Audit,2023-06-12,2023-07-21,,
26975,auditor_3863,ClientCorp 5192,DK,UTIL01,Review,2021-11-30,2021-12-13,,
26976,auditor_3410,ClientCorp 5893,GB,ENE02,Advisory,2023-06-02,2023-06-12,,
26977,auditor_0137,ClientCorp 0595,DE,ENE01,Statutory Audit,2020-06-17,2020-07-17,,
26978,auditor_3872,ClientCorp 1359,FR,ENE02,Assurance Other,2021-04-20,2021-05-03,,
26979,auditor_0212,ClientCorp 0748,IT,CONS01,Assurance Other,2020-11-27,2020-12-08,,
26980,auditor_2373,ClientCorp 3704,FR,IND02,Statutory Audit,2015-04-19,2015-05-07,,
26981,auditor_0392,ClientCorp 4755,SE,HC03,Statutory Audit,2022-09-02,2022-09-17,,
26982,auditor_3863,ClientCorp 2265,FI,HC02,Statutory Audit,2017-12-06,2018-01-07,,
26983,auditor_1595,ClientCorp 2373,DK,REAL01,Assurance Other,2018-08-08,2018-08-18,,
26984,auditor_1843,ClientCorp 5823,IT,HC01,Statutory Audit,2016-10-13,2016-11-09,,
26985,auditor_3286,ClientCorp 5547,SE,PUB01,Statutory Audit,2024-09-06,2024-09-27,,
26986,auditor_2066,ClientCorp 3672,SE,ENE02,Advisory,2024-08-09,2024-08-13,,
26987,auditor_1872,ClientCorp 1754,DE,ENE01,Statutory Audit,2020-03-06,2020-03-22,,
26988,auditor_0944,ClientCorp 4698,ES,IND01,Review,2024-09-25,2024-10-05,,
26989,auditor_0470,ClientCorp 0346,DE,IND03,Advisory,2015-07-17,2015-07-23,,
26990,auditor_0254,ClientCorp 2178,FI,IND03,Statutory Audit,2020-05-14,2020-05-15,,
26991,auditor_0398,ClientCorp 0417,DE,FIN01,Statutory Audit,2016-01-21,2016-02-07,,
26992,auditor_2255,ClientCorp 4263,DE,ENE01,Statutory Audit,2016-11-05,2016-12-05,,
26993,auditor_1591,ClientCorp 4780,DK,FIN03,Statutory Audit,2017-03-29,2017-04-16,,
26994,auditor_0847,ClientCorp 5114,FI,CONS03,Statutory Audit,2018-08-01,2018-09-06,,
26995,auditor_1238,ClientCorp 0730,FR,CONS03,Statutory Audit,2022-06-19,2022-07-21,,
26996,auditor_1035,ClientCorp 0931,NO,FIN03,Review,2017-03-06,2017-03-15,,
26997,auditor_2131,ClientCorp 2182,ES,FIN02,Advisory,2022-08-26,2022-09-02,,
26998,auditor_2774,ClientCorp 3417,DK,TMT02,Statutory Audit,2015-08-09,2015-08-16,,
26999,auditor_2398,ClientCorp 2927,IT,REAL02,Statutory Audit,2019-04-17,2019-05-13,,
27000,auditor_3514,ClientCorp 1106,IT,FIN03,Statutory Audit,2019-07-08,2019-07-09,,
27001,auditor_3981,ClientCorp 1121,NL,REAL02,Advisory,2020-04-09,2020-05-03,,
27002,auditor_0978,ClientCorp 2126,DE,HC02,Statutory Audit,2017-05-06,2017-05-24,,
27003,auditor_3031,ClientCorp 0093,NL,HC01,Statutory Audit,2023-12-12,2024-01-07,,
27004,auditor_3850,ClientCorp 2174,DK,UTIL02,Review,2018-12-01,2018-12-15,,
27005,auditor_2759,ClientCorp 1318,FR,IND02,Statutory Audit,2023-05-10,2023-05-29,,
27006,auditor_0281,ClientCorp 3865,DK,TMT01,Review,2023-03-27,2023-04-08,,
27007,auditor_0388,ClientCorp 2276,DE,UTIL01,Statutory Audit,2015-09-28,2015-10-26,,
27008,auditor_1194,ClientCorp 2957,GB,HC02,Statutory Audit,2021-08-01,2021-08-10,,
27009,auditor_2400,ClientCorp 0533,IT,HC02,Assurance Other,2023-05-23,2023-05-25,,
27010,auditor_3029,ClientCorp 0653,DE,TMT01,Statutory Audit,2015-01-10,2015-02-10,,
27011,auditor_2423,ClientCorp 1523,GB,ENE01,Advisory,2021-04-18,2021-04-29,,
27012,auditor_2619,ClientCorp 3824,DK,FIN03,Review,2018-10-07,2018-10-17,,
27013,auditor_0248,ClientCorp 3110,NL,REAL01,Statutory Audit,2018-01-27,2018-02-10,,
27014,auditor_0554,ClientCorp 2891,NO,PUB02,Assurance Other,2015-09-24,2015-10-07,,
27015,auditor_0269,ClientCorp 4437,IT,IND03,Statutory Audit,2015-11-15,2015-12-01,,
27016,auditor_2536,ClientCorp 5159,NO,TMT02,Statutory Audit,2017-03-25,2017-04-17,,
27017,auditor_1923,ClientCorp 4489,SE,ENE02,Statutory Audit,2023-04-21,2023-05-14,,
27018,auditor_0716,ClientCorp 4115,DK,HC02,Statutory Audit,2021-07-31,2021-08-21,,
27019,auditor_1255,ClientCorp 2948,IT,REAL02,Statutory Audit,2019-03-15,2019-04-08,,
27020,auditor_2852,ClientCorp 1388,ES,PUB01,Advisory,2020-11-13,2020-12-13,,
27021,auditor_0488,ClientCorp 4527,FR,FIN03,Advisory,2019-04-08,2019-04-27,,
27022,auditor_2951,ClientCorp 2432,ES,HC02,Statutory Audit,2024-04-21,2024-05-13,,
27023,auditor_3701,ClientCorp 2581,SE,PUB02,Review,2017-11-07,2017-11-12,,
27024,auditor_0020,ClientCorp 3921,GB,HC01,Statutory Audit,2021-03-13,2021-04-08,,
27025,auditor_3455,ClientCorp 0378,GB,TMT03,Statutory Audit,2024-11-14,2024-12-05,,
27026,auditor_2173,ClientCorp 0473,GB,HC03,Advisory,2019-05-01,2019-05-02,,
27027,auditor_2734,ClientCorp 3584,NO,FIN02,Statutory Audit,2017-07-18,2017-07-31,,
27028,auditor_0167,ClientCorp 3242,NL,ENE02,Statutory Audit,2021-08-15,2021-08-30,,
27029,auditor_3178,ClientCorp 3296,GB,PUB01,Statutory Audit,2015-02-17,2015-03-05,,
27030,auditor_1500,ClientCorp 5437,NL,TMT03,Statutory Audit,2024-05-23,2024-05-25,,
27031,auditor_0921,ClientCorp 4116,FI,UTIL02,Statutory Audit,2023-09-03,2023-09-07,,
27032,auditor_1293,ClientCorp 2965,DK,FIN03,Statutory Audit,2021-02-16,2021-03-03,,
27033,auditor_1571,ClientCorp 5716,IT,IND01,Statutory Audit,2022-12-09,2023-01-05,,
27034,auditor_3366,ClientCorp 3520,FI,ENE02,Assurance Other,2021-09-24,2021-10-04,,
27035,auditor_1540,ClientCorp 5823,DK,FIN03,Statutory Audit,2024-11-21,2024-12-17,,
27036,auditor_0099,ClientCorp 0758,NL,CONS03,Statutory Audit,2016-05-27,2016-06-06,,
27037,auditor_0036,ClientCorp 3096,DK,REAL02,Statutory Audit,2024-07-14,2024-08-12,,
27038,auditor_1991,ClientCorp 1069,NL,TMT01,Statutory Audit,2020-05-07,2020-05-20,,
27039,auditor_2924,ClientCorp 4087,ES,HC02,Statutory Audit,2018-03-23,2018-04-26,,
27040,auditor_0905,ClientCorp 5590,DE,IND01,Review,2015-04-06,2015-04-11,,
27041,auditor_1045,ClientCorp 1592,DE,ENE02,Statutory Audit,2024-10-31,2024-11-13,,
27042,auditor_3072,ClientCorp 5806,SE,HC02,Statutory Audit,2018-07-19,2018-07-21,,
27043,auditor_3053,ClientCorp 2207,GB,CONS02,Statutory Audit,2024-09-17,2024-10-24,,
27044,auditor_3951,ClientCorp 1091,IT,REAL02,Statutory Audit,2015-07-19,2015-08-08,,
27045,auditor_1005,ClientCorp 2360,GB,HC03,Statutory Audit,2023-09-06,2023-09-10,,
27046,auditor_2786,ClientCorp 0676,DE,TMT02,Statutory Audit,2017-10-31,2017-11-08,,
27047,auditor_0532,ClientCorp 4587,GB,PUB01,Statutory Audit,2020-07-05,2020-08-11,,
27048,auditor_2962,ClientCorp 5369,SE,CONS01,Statutory Audit,2017-09-20,2017-10-07,,
27049,auditor_2953,ClientCorp 3719,IT,IND03,Review,2015-05-23,2015-06-06,,
27050,auditor_2799,ClientCorp 5347,DK,HC03,Advisory,2021-01-02,2021-01-14,,
27051,auditor_0053,ClientCorp 5178,NL,PUB02,Statutory Audit,2015-02-26,2015-03-10,,
27052,auditor_0147,ClientCorp 0398,GB,REAL02,Review,2022-10-19,2022-10-21,,
27053,auditor_2529,ClientCorp 2051,FI,PUB01,Statutory Audit,2016-01-01,2016-01-20,,
27054,auditor_0759,ClientCorp 1521,NL,UTIL02,Advisory,2018-10-21,2018-11-21,,
27055,auditor_1856,ClientCorp 0152,NL,PUB02,Advisory,2019-04-22,2019-05-14,,
27056,auditor_3376,ClientCorp 0382,DE,UTIL01,Advisory,2024-11-04,2024-11-18,,
27057,auditor_3505,ClientCorp 5480,DE,CONS01,Statutory Audit,2023-10-11,2023-11-10,,
27058,auditor_2657,ClientCorp 4322,FR,CONS01,Review,2018-06-26,2018-07-09,,
27059,auditor_2475,ClientCorp 1415,GB,CONS02,Review,2022-05-29,2022-06-01,,
27060,auditor_1278,ClientCorp 2329,FI,UTIL01,Review,2022-07-19,2022-07-25,,
27061,auditor_2280,ClientCorp 1868,GB,FIN02,Statutory Audit,2017-06-27,2017-07-31,,
27062,auditor_0380,ClientCorp 5321,NO,UTIL02,Review,2021-09-20,2021-09-25,,
27063,auditor_1433,ClientCorp 0650,FR,TMT02,Advisory,2016-02-06,2016-02-11,,
27064,auditor_1309,ClientCorp 3270,SE,REAL02,Statutory Audit,2017-08-13,2017-09-07,,
27065,auditor_3129,ClientCorp 3332,ES,PUB01,Statutory Audit,2018-02-05,2018-03-01,,
27066,auditor_0723,ClientCorp 1705,NO,IND01,Advisory,2022-06-02,2022-06-24,,
27067,auditor_1152,ClientCorp 1817,ES,FIN01,Statutory Audit,2023-02-04,2023-03-07,,
27068,auditor_0915,ClientCorp 3396,FI,REAL01,Review,2024-09-09,2024-09-25,,
27069,auditor_2513,ClientCorp 1074,DE,REAL02,Statutory Audit,2024-10-09,2024-11-02,,
27070,auditor_2339,ClientCorp 1759,IT,ENE02,Review,2017-09-27,2017-10-09,,
27071,auditor_2512,ClientCorp 1795,NO,HC02,Statutory Audit,2024-01-10,2024-02-01,,
27072,auditor_3326,ClientCorp 2725,ES,ENE02,Advisory,2021-01-10,2021-01-21,,
27073,auditor_1878,ClientCorp 5796,DK,HC01,Review,2022-08-06,2022-08-16,,
27074,auditor_0480,ClientCorp 2107,FI,REAL02,Statutory Audit,2020-03-13,2020-03-26,,
27075,auditor_2290,ClientCorp 5755,DK,IND01,Statutory Audit,2020-09-29,2020-10-10,,
27076,auditor_2372,ClientCorp 5982,SE,IND02,Advisory,2023-10-18,2023-11-08,,
27077,auditor_0985,ClientCorp 5692,FR,IND02,Advisory,2016-05-05,2016-05-29,,
27078,auditor_3366,ClientCorp 2206,SE,HC02,Statutory Audit,2021-05-03,2021-06-11,,
27079,auditor_1262,ClientCorp 4245,GB,IND03,Statutory Audit,2021-11-02,2021-11-25,,
27080,auditor_0140,ClientCorp 0185,DE,FIN03,Statutory Audit,2021-07-26,2021-08-10,,
27081,auditor_1694,ClientCorp 0809,NO,PUB01,Statutory Audit,2017-03-27,2017-04-10,,
27082,auditor_3384,ClientCorp 3091,FR,HC02,Review,2021-03-14,2021-03-25,,
27083,auditor_2384,ClientCorp 3284,DE,IND01,Statutory Audit,2022-06-12,2022-07-06,,
27084,auditor_2380,ClientCorp 0923,NO,CONS02,Review,2022-09-10,2022-09-19,,
27085,auditor_1564,ClientCorp 5164,DE,PUB01,Statutory Audit,2018-05-08,2018-05-28,,
27086,auditor_1001,ClientCorp 1483,IT,CONS01,Review,2019-09-19,2019-09-24,,
27087,auditor_3625,ClientCorp 5507,DK,UTIL02,Statutory Audit,2020-04-12,2020-05-12,,
27088,auditor_3466,ClientCorp 1200,NL,PUB01,Statutory Audit,2020-03-08,2020-03-27,,
27089,auditor_3664,ClientCorp 5322,DK,ENE02,Statutory Audit,2015-01-14,2015-01-28,,
27090,auditor_0406,ClientCorp 2188,FR,HC03,Statutory Audit,2022-10-18,2022-11-02,,
27091,auditor_3875,ClientCorp 3511,FI,IND02,Statutory Audit,2016-12-18,2017-01-18,,
27092,auditor_2191,ClientCorp 0923,IT,FIN02,Statutory Audit,2020-03-26,2020-04-09,,
27093,auditor_1575,ClientCorp 2931,DE,IND01,Statutory Audit,2020-10-28,2020-11-15,,
27094,auditor_2828,ClientCorp 4288,IT,HC01,Statutory Audit,2015-12-21,2016-01-19,,
27095,auditor_2117,ClientCorp 2906,DE,UTIL01,Statutory Audit,2021-12-23,2022-01-06,,
27096,auditor_1240,ClientCorp 5000,FI,IND01,Assurance Other,2021-10-28,2021-10-29,,
27097,auditor_2665,ClientCorp 2843,NO,ENE02,Statutory Audit,2016-08-29,2016-09-04,,
27098,auditor_2285,ClientCorp 2792,FR,PUB01,Statutory Audit,2019-11-25,2019-12-17,,
27099,auditor_2228,ClientCorp 1220,FI,IND02,Advisory,2022-03-17,2022-03-28,,
27100,auditor_3918,ClientCorp 3650,NL,HC03,Assurance Other,2022-04-25,2022-04-27,,
27101,auditor_3985,ClientCorp 1529,DE,HC03,Statutory Audit,2022-02-02,2022-02-14,,
27102,auditor_0822,ClientCorp 1810,NO,CONS01,Advisory,2020-06-07,2020-06-18,,
27103,auditor_1514,ClientCorp 3041,DK,REAL01,Statutory Audit,2022-02-13,2022-03-09,,
27104,auditor_3121,ClientCorp 5997,NO,TMT03,Statutory Audit,2015-02-02,2015-02-17,,
27105,auditor_0009,ClientCorp 4354,ES,REAL01,Statutory Audit,2019-06-23,2019-07-18,,
27106,auditor_0148,ClientCorp 1114,DE,PUB02,Statutory Audit,2017-04-20,2017-05-15,,
27107,auditor_2009,ClientCorp 0902,DE,FIN02,Statutory Audit,2018-06-04,2018-06-09,,
27108,auditor_1165,ClientCorp 4986,ES,UTIL01,Statutory Audit,2016-11-23,2016-12-12,,
27109,auditor_1472,ClientCorp 0260,GB,REAL02,Statutory Audit,2015-07-18,2015-07-21,,
27110,auditor_2959,ClientCorp 0733,DE,CONS03,Statutory Audit,2015-09-05,2015-09-21,,
27111,auditor_1910,ClientCorp 0994,GB,IND02,Statutory Audit,2020-11-22,2020-12-08,,
27112,auditor_0506,ClientCorp 2940,DE,FIN01,Statutory Audit,2017-07-09,2017-07-18,,
27113,auditor_1041,ClientCorp 1260,DE,TMT01,Review,2023-01-05,2023-01-06,,
27114,auditor_0101,ClientCorp 3551,FR,IND01,Statutory Audit,2017-09-06,2017-10-05,,
27115,auditor_2188,ClientCorp 1200,SE,HC01,Review,2016-10-13,2016-10-17,,
27116,auditor_3313,ClientCorp 3668,FR,PUB01,Advisory,2015-12-29,2016-01-29,,
27117,auditor_3029,ClientCorp 1323,FI,PUB01,Advisory,2021-08-22,2021-09-07,,
27118,auditor_0208,ClientCorp 2951,GB,ENE02,Statutory Audit,2015-02-07,2015-02-21,,
27119,auditor_3193,ClientCorp 3637,NO,REAL02,Statutory Audit,2021-05-19,2021-06-19,,
27120,auditor_1406,ClientCorp 5236,GB,IND03,Review,2024-01-25,2024-01-26,,
27121,auditor_3693,ClientCorp 3551,DE,REAL02,Statutory Audit,2017-04-25,2017-05-08,,
27122,auditor_3520,ClientCorp 4737,DK,HC01,Review,2021-10-01,2021-10-11,,
27123,auditor_3914,ClientCorp 0154,FR,TMT03,Statutory Audit,2019-12-18,2020-01-01,,
27124,auditor_2413,ClientCorp 2379,SE,IND03,Review,2022-05-17,2022-05-20,,
27125,auditor_1616,ClientCorp 5436,GB,FIN02,Assurance Other,2022-11-01,2022-11-05,,
27126,auditor_3347,ClientCorp 3948,SE,FIN01,Statutory Audit,2021-01-11,2021-01-24,,
27127,auditor_3790,ClientCorp 3884,IT,HC03,Statutory Audit,2017-11-03,2017-11-06,,
27128,auditor_2871,ClientCorp 5492,GB,REAL02,Review,2020-01-24,2020-01-25,,
27129,auditor_3147,ClientCorp 3595,GB,HC03,Review,2020-04-22,2020-04-24,,
27130,auditor_3227,ClientCorp 4142,FI,CONS02,Statutory Audit,2018-06-13,2018-06-23,,
27131,auditor_1612,ClientCorp 3707,FI,UTIL02,Statutory Audit,2019-11-02,2019-11-18,,
