Company_ID,Total_Assets,Debt_to_Equity,Current_Ratio,Return_on_Assets,Operating_Margin,Cash_Flow,Auditor_Size,Industry,Going_Concern_Flag
708,389.17,1.32,1.57,0.021,0.109,-1.24,Non-Big4,Retail,0
709,116.61,3.08,1.17,-0.083,0.285,1.2,Big4,Services,0
710,975.89,2.92,0.35,0.063,0.003,1.04,Non-Big4,Services,0
711,214.0,1.08,1.88,0.043,0.127,-0.07,Non-Big4,Construction,0
712,255.28,1.36,3.61,-0.057,0.032,2.21,Non-Big4,Services,0
713,265.88,1.43,0.2,0.088,0.002,1.8,Non-Big4,Construction,0
714,1055.86,1.09,1.57,0.11,0.079,2.29,Non-Big4,Manufacturing,0
715,90.47,1.68,2.11,0.076,0.092,0.82,Big4,Manufacturing,0
716,3627.95,0.82,1.7,0.037,0.343,1.9,Non-Big4,Manufacturing,0
717,844.92,0.48,1.51,0.101,0.063,0.33,Non-Big4,Services,0
718,471.66,2.06,0.56,0.108,-0.022,4.08,Non-Big4,Construction,0
719,388.22,2.07,1.79,0.082,0.105,-0.22,Big4,Manufacturing,0
720,492.69,0.78,0.99,0.002,-0.107,4.16,Non-Big4,Construction,0
721,581.02,2.31,0.2,0.079,0.072,1.05,Non-Big4,Manufacturing,0
722,633.75,0.93,2.56,0.144,0.081,-1.06,Big4,Construction,0
723,595.22,1.73,2.37,0.018,0.152,3.05,Big4,Retail,0
724,429.54,2.24,1.64,0.207,0.168,1.19,Non-Big4,Manufacturing,0
725,351.38,1.47,1.78,0.023,0.035,2.28,Non-Big4,Retail,0
726,362.89,1.91,2.46,0.062,0.066,2.84,Non-Big4,Manufacturing,0
727,351.98,1.04,1.78,0.013,0.011,1.51,Big4,Manufacturing,0
728,892.15,1.32,2.32,0.076,-0.022,0.11,Non-Big4,Retail,0
729,611.24,1.31,1.36,-0.062,0.108,2.46,Big4,Construction,0
730,51.51,0.83,2.65,0.022,-0.035,1.0,Big4,Retail,0
731,638.51,1.34,1.86,-0.016,0.043,2.03,Big4,Retail,0
732,462.35,0.11,1.76,0.069,-0.01,-2.23,Non-Big4,Services,0
733,398.18,1.06,0.58,0.13,0.129,1.67,Non-Big4,Services,0
734,307.37,1.24,1.83,0.105,0.242,0.04,Non-Big4,Manufacturing,0
735,886.14,1.27,0.93,-0.106,-0.037,3.48,Big4,Retail,0
736,783.11,1.28,1.09,0.203,-0.087,1.93,Non-Big4,Manufacturing,0
737,234.86,1.44,0.95,0.081,0.069,1.36,Big4,Manufacturing,0
738,536.43,1.93,0.75,0.006,0.081,1.73,Non-Big4,Services,0
739,204.35,2.29,3.3,0.071,0.1,-0.5,Non-Big4,Manufacturing,0
740,153.59,0.92,2.67,0.072,0.04,3.43,Big4,Retail,0
741,260.16,0.42,3.14,0.013,0.062,3.99,Non-Big4,Services,0
742,737.8,0.56,0.62,0.074,0.113,1.59,Big4,Manufacturing,0
743,786.18,1.06,1.66,0.017,0.174,3.39,Non-Big4,Services,0
744,577.76,1.18,0.57,0.032,-0.096,0.15,Non-Big4,Manufacturing,0
745,670.19,0.81,1.04,0.012,0.047,-0.2,Big4,Construction,0
746,579.01,0.33,0.87,-0.04,0.099,1.06,Non-Big4,Retail,0
747,257.49,1.09,2.59,0.07,-0.003,1.65,Big4,Construction,0
748,545.85,1.66,1.28,0.101,0.236,0.41,Non-Big4,Services,0
749,706.47,2.04,2.45,0.096,0.023,1.81,Non-Big4,Manufacturing,0
750,684.03,1.0,2.08,0.117,0.076,1.46,Non-Big4,Services,0
751,927.26,1.13,3.44,0.083,0.13,-0.5,Big4,Construction,0
752,662.36,0.67,0.42,0.023,0.027,1.78,Non-Big4,Services,0
753,515.95,1.47,2.61,0.119,-0.086,2.3,Non-Big4,Construction,0
754,853.29,0.74,2.52,-0.035,0.041,1.26,Big4,Construction,0
755,396.01,2.02,0.82,-0.003,0.173,2.73,Big4,Manufacturing,0
756,217.61,0.0,2.41,-0.007,0.05,-0.83,Non-Big4,Manufacturing,0
757,359.91,1.18,1.87,0.136,0.004,1.7,Non-Big4,Services,0
758,239.5,1.77,1.42,0.126,0.163,-0.76,Non-Big4,Retail,0
759,251.48,1.67,0.94,0.094,0.05,-0.67,Non-Big4,Construction,0
760,364.61,3.92,1.02,0.135,0.034,0.05,Non-Big4,Construction,0
761,231.67,1.81,3.24,-0.002,0.093,-0.41,Big4,Retail,0
762,325.2,0.6,1.6,0.084,0.149,0.18,Big4,Manufacturing,0
763,107.18,1.41,2.23,0.051,0.294,0.68,Big4,Services,0
764,468.39,0.0,0.97,0.119,0.154,2.26,Non-Big4,Manufacturing,0
765,403.77,1.43,0.98,0.052,0.184,0.52,Big4,Construction,0
766,227.7,0.75,2.47,0.033,0.034,-1.38,Non-Big4,Retail,0
767,640.0,2.32,0.52,0.098,-0.012,2.71,Non-Big4,Services,0
768,777.67,1.01,1.27,0.121,0.086,-0.26,Non-Big4,Manufacturing,0
769,130.94,1.39,1.63,0.013,0.09,0.91,Big4,Services,0
770,236.53,0.93,1.69,0.056,-0.017,1.67,Non-Big4,Retail,0
771,235.47,3.06,1.46,-0.014,0.064,1.3,Big4,Services,0
772,208.94,1.21,1.92,-0.115,0.116,2.64,Non-Big4,Manufacturing,0
773,721.0,3.15,2.15,0.074,0.112,1.72,Big4,Services,0
774,352.24,2.23,2.19,0.103,0.125,-0.29,Big4,Construction,0
775,335.24,1.93,0.81,0.078,0.106,4.27,Non-Big4,Manufacturing,0
776,99.22,1.83,1.37,-0.076,0.034,1.29,Big4,Manufacturing,0
777,629.42,1.85,2.56,0.035,0.034,0.78,Big4,Manufacturing,0
778,169.44,0.0,2.32,-0.095,-0.028,2.45,Non-Big4,Services,0
779,420.71,1.25,0.5,0.156,0.241,1.37,Non-Big4,Services,0
780,489.88,2.26,1.88,-0.016,0.081,1.6,Non-Big4,Retail,0
781,1045.72,1.46,0.2,0.148,0.06,4.74,Non-Big4,Manufacturing,0
782,161.39,0.24,1.64,0.126,-0.004,0.59,Non-Big4,Retail,0
783,48.73,1.45,3.12,-0.003,0.344,0.52,Big4,Services,0
784,458.84,3.03,0.84,-0.019,-0.017,1.17,Big4,Retail,0
785,1422.77,2.62,0.93,0.085,0.041,2.61,Big4,Construction,0
786,960.32,1.44,2.21,0.001,0.117,-1.26,Non-Big4,Manufacturing,0
787,467.2,2.36,0.37,0.067,0.134,-1.95,Non-Big4,Services,0
788,285.96,1.17,1.09,0.026,0.166,0.12,Non-Big4,Retail,0
789,709.8,0.0,2.08,-0.065,0.243,-1.45,Non-Big4,Retail,0
790,204.08,0.67,1.09,-0.096,0.126,0.36,Non-Big4,Services,0
791,563.1,2.91,1.41,0.076,-0.015,1.75,Big4,Services,0
792,574.69,1.25,2.2,0.021,0.057,-0.34,Non-Big4,Construction,0
793,847.38,1.28,1.94,0.021,0.108,-1.14,Non-Big4,Manufacturing,0
794,2784.33,1.23,1.81,0.109,0.266,1.1,Non-Big4,Manufacturing,0
795,530.96,3.21,1.33,0.142,-0.046,2.29,Big4,Services,0
796,282.51,2.96,1.9,0.041,0.188,-1.54,Non-Big4,Services,0
797,396.27,3.5,1.5,0.036,0.096,2.23,Non-Big4,Manufacturing,0
798,116.94,1.36,1.97,0.095,0.155,2.23,Non-Big4,Manufacturing,0
799,248.07,1.77,1.2,-0.035,0.071,2.43,Non-Big4,Manufacturing,0
800,302.93,0.14,1.45,0.076,0.004,2.83,Non-Big4,Construction,0
